24-01-04 13:31:43.264 [main] INFO  [User2Application:50] - Starting User2Application using Java 17.0.9 with PID 32892 (C:\user2\build\classes\java\main started by ghkim in C:\user2)
24-01-04 13:31:43.271 [main] INFO  [User2Application:662] - No active profile set, falling back to 1 default profile: "default"
24-01-04 13:31:44.060 [main] INFO  [TomcatWebServer:109] - Tomcat initialized with port 8080 (http)
24-01-04 13:31:44.067 [main] INFO  [Http11NioProtocol:173] - Initializing ProtocolHandler ["http-nio-8080"]
24-01-04 13:31:44.069 [main] INFO  [StandardService:173] - Starting service [Tomcat]
24-01-04 13:31:44.069 [main] INFO  [StandardEngine:173] - Starting Servlet engine: [Apache Tomcat/10.1.17]
24-01-04 13:31:44.207 [main] INFO  [TldScanner:173] - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
24-01-04 13:31:44.215 [main] INFO  [[/]:173] - Initializing Spring embedded WebApplicationContext
24-01-04 13:31:44.216 [main] INFO  [ServletWebServerApplicationContext:296] - Root WebApplicationContext: initialization completed in 912 ms
24-01-04 13:31:44.583 [main] INFO  [DefaultSecurityFilterChain:54] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@585513a8, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7b18658a, org.springframework.security.web.context.SecurityContextHolderFilter@1511d157, org.springframework.security.web.header.HeaderWriterFilter@3e4d40ea, org.springframework.web.filter.CorsFilter@30f28b5, org.springframework.security.web.authentication.logout.LogoutFilter@1e6060f1, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@59c43561, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3d3c886f, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7d66e544, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1a1f79ce, org.springframework.security.web.access.ExceptionTranslationFilter@1e76afeb, org.springframework.security.web.access.intercept.AuthorizationFilter@19b75b2b]
24-01-04 13:31:44.690 [main] INFO  [Http11NioProtocol:173] - Starting ProtocolHandler ["http-nio-8080"]
24-01-04 13:31:44.712 [main] INFO  [TomcatWebServer:241] - Tomcat started on port 8080 (http) with context path ''
24-01-04 13:31:44.719 [main] INFO  [User2Application:56] - Started User2Application in 1.85 seconds (process running for 2.097)
24-01-04 13:32:42.049 [main] INFO  [User2Application:50] - Starting User2Application using Java 17.0.9 with PID 34892 (C:\user2\build\classes\java\main started by ghkim in C:\user2)
24-01-04 13:32:42.055 [main] INFO  [User2Application:662] - No active profile set, falling back to 1 default profile: "default"
24-01-04 13:32:42.882 [main] INFO  [TomcatWebServer:109] - Tomcat initialized with port 8080 (http)
24-01-04 13:32:42.889 [main] INFO  [Http11NioProtocol:173] - Initializing ProtocolHandler ["http-nio-8080"]
24-01-04 13:32:42.891 [main] INFO  [StandardService:173] - Starting service [Tomcat]
24-01-04 13:32:42.891 [main] INFO  [StandardEngine:173] - Starting Servlet engine: [Apache Tomcat/10.1.17]
24-01-04 13:32:43.033 [main] INFO  [TldScanner:173] - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
24-01-04 13:32:43.039 [main] INFO  [[/]:173] - Initializing Spring embedded WebApplicationContext
24-01-04 13:32:43.040 [main] INFO  [ServletWebServerApplicationContext:296] - Root WebApplicationContext: initialization completed in 954 ms
24-01-04 13:32:43.411 [main] INFO  [DefaultSecurityFilterChain:54] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@585513a8, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7b18658a, org.springframework.security.web.context.SecurityContextHolderFilter@1511d157, org.springframework.security.web.header.HeaderWriterFilter@3e4d40ea, org.springframework.web.filter.CorsFilter@30f28b5, org.springframework.security.web.authentication.logout.LogoutFilter@1e6060f1, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@59c43561, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3d3c886f, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7d66e544, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1a1f79ce, org.springframework.security.web.access.ExceptionTranslationFilter@1e76afeb, org.springframework.security.web.access.intercept.AuthorizationFilter@19b75b2b]
24-01-04 13:32:43.522 [main] INFO  [Http11NioProtocol:173] - Starting ProtocolHandler ["http-nio-8080"]
24-01-04 13:32:43.544 [main] INFO  [TomcatWebServer:241] - Tomcat started on port 8080 (http) with context path ''
24-01-04 13:32:43.551 [main] INFO  [User2Application:56] - Started User2Application in 1.866 seconds (process running for 2.112)
24-01-04 13:32:43.625 [http-nio-8080-exec-1] INFO  [[/]:173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
24-01-04 13:32:43.625 [http-nio-8080-exec-1] INFO  [DispatcherServlet:532] - Initializing Servlet 'dispatcherServlet'
24-01-04 13:32:43.626 [http-nio-8080-exec-1] INFO  [DispatcherServlet:554] - Completed initialization in 1 ms
24-01-04 13:32:50.491 [http-nio-8080-exec-3] INFO  [HikariDataSource:110] - HikariPool-1 - Starting...
24-01-04 13:32:50.571 [http-nio-8080-exec-3] INFO  [HikariPool:565] - HikariPool-1 - Added connection org.mariadb.jdbc.Connection@34622c6d
24-01-04 13:32:50.573 [http-nio-8080-exec-3] INFO  [HikariDataSource:123] - HikariPool-1 - Start completed.
24-01-04 13:33:37.300 [main] INFO  [User2Application:50] - Starting User2Application using Java 17.0.9 with PID 38500 (C:\user2\build\classes\java\main started by ghkim in C:\user2)
24-01-04 13:33:37.306 [main] INFO  [User2Application:662] - No active profile set, falling back to 1 default profile: "default"
24-01-04 13:33:38.141 [main] INFO  [TomcatWebServer:109] - Tomcat initialized with port 8080 (http)
24-01-04 13:33:38.149 [main] INFO  [Http11NioProtocol:173] - Initializing ProtocolHandler ["http-nio-8080"]
24-01-04 13:33:38.150 [main] INFO  [StandardService:173] - Starting service [Tomcat]
24-01-04 13:33:38.151 [main] INFO  [StandardEngine:173] - Starting Servlet engine: [Apache Tomcat/10.1.17]
24-01-04 13:33:38.295 [main] INFO  [TldScanner:173] - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
24-01-04 13:33:38.301 [main] INFO  [[/]:173] - Initializing Spring embedded WebApplicationContext
24-01-04 13:33:38.301 [main] INFO  [ServletWebServerApplicationContext:296] - Root WebApplicationContext: initialization completed in 965 ms
24-01-04 13:33:38.677 [main] INFO  [DefaultSecurityFilterChain:54] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@52a7928a, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@563ccd31, org.springframework.security.web.context.SecurityContextHolderFilter@4a62062a, org.springframework.security.web.header.HeaderWriterFilter@3a11c0eb, org.springframework.web.filter.CorsFilter@72465eb2, org.springframework.security.web.authentication.logout.LogoutFilter@191a0351, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@36224f93, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@53dd42d6, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1e76afeb, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@478fb7dc, org.springframework.security.web.access.ExceptionTranslationFilter@7f3c0399, org.springframework.security.web.access.intercept.AuthorizationFilter@570a62a5]
24-01-04 13:33:38.787 [main] INFO  [Http11NioProtocol:173] - Starting ProtocolHandler ["http-nio-8080"]
24-01-04 13:33:38.810 [main] INFO  [TomcatWebServer:241] - Tomcat started on port 8080 (http) with context path ''
24-01-04 13:33:38.817 [main] INFO  [User2Application:56] - Started User2Application in 1.915 seconds (process running for 2.16)
24-01-04 13:33:39.864 [http-nio-8080-exec-1] INFO  [[/]:173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
24-01-04 13:33:39.864 [http-nio-8080-exec-1] INFO  [DispatcherServlet:532] - Initializing Servlet 'dispatcherServlet'
24-01-04 13:33:39.865 [http-nio-8080-exec-1] INFO  [DispatcherServlet:554] - Completed initialization in 1 ms
24-01-04 13:33:46.912 [http-nio-8080-exec-3] INFO  [HikariDataSource:110] - HikariPool-1 - Starting...
24-01-04 13:33:46.992 [http-nio-8080-exec-3] INFO  [HikariPool:565] - HikariPool-1 - Added connection org.mariadb.jdbc.Connection@34622c6d
24-01-04 13:33:46.994 [http-nio-8080-exec-3] INFO  [HikariDataSource:123] - HikariPool-1 - Start completed.
24-01-04 13:35:58.869 [main] INFO  [User2Application:50] - Starting User2Application using Java 17.0.9 with PID 36256 (C:\user2\build\classes\java\main started by ghkim in C:\user2)
24-01-04 13:35:58.871 [main] INFO  [User2Application:662] - No active profile set, falling back to 1 default profile: "default"
24-01-04 13:35:59.707 [main] INFO  [TomcatWebServer:109] - Tomcat initialized with port 8080 (http)
24-01-04 13:35:59.714 [main] INFO  [Http11NioProtocol:173] - Initializing ProtocolHandler ["http-nio-8080"]
24-01-04 13:35:59.716 [main] INFO  [StandardService:173] - Starting service [Tomcat]
24-01-04 13:35:59.716 [main] INFO  [StandardEngine:173] - Starting Servlet engine: [Apache Tomcat/10.1.17]
24-01-04 13:35:59.861 [main] INFO  [TldScanner:173] - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
24-01-04 13:35:59.867 [main] INFO  [[/]:173] - Initializing Spring embedded WebApplicationContext
24-01-04 13:35:59.867 [main] INFO  [ServletWebServerApplicationContext:296] - Root WebApplicationContext: initialization completed in 959 ms
24-01-04 13:36:00.235 [main] INFO  [DefaultSecurityFilterChain:54] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@1a2ac487, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@570a62a5, org.springframework.security.web.context.SecurityContextHolderFilter@183fc2fa, org.springframework.security.web.header.HeaderWriterFilter@24a0c58b, org.springframework.web.filter.CorsFilter@36224f93, org.springframework.security.web.authentication.logout.LogoutFilter@5a4d4f9c, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@2478b629, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3313d477, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2c2c3947, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1ee5632d, org.springframework.security.web.access.ExceptionTranslationFilter@e62319f, org.springframework.security.web.access.intercept.AuthorizationFilter@2c6c302f]
24-01-04 13:36:00.355 [main] INFO  [Http11NioProtocol:173] - Starting ProtocolHandler ["http-nio-8080"]
24-01-04 13:36:00.377 [main] INFO  [TomcatWebServer:241] - Tomcat started on port 8080 (http) with context path ''
24-01-04 13:36:00.383 [main] INFO  [User2Application:56] - Started User2Application in 1.915 seconds (process running for 2.166)
24-01-04 13:36:09.455 [http-nio-8080-exec-1] INFO  [[/]:173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
24-01-04 13:36:09.455 [http-nio-8080-exec-1] INFO  [DispatcherServlet:532] - Initializing Servlet 'dispatcherServlet'
24-01-04 13:36:09.456 [http-nio-8080-exec-1] INFO  [DispatcherServlet:554] - Completed initialization in 1 ms
24-01-04 13:36:16.791 [http-nio-8080-exec-3] INFO  [HikariDataSource:110] - HikariPool-1 - Starting...
24-01-04 13:36:16.863 [http-nio-8080-exec-3] INFO  [HikariPool:565] - HikariPool-1 - Added connection org.mariadb.jdbc.Connection@58ef1daf
24-01-04 13:36:16.864 [http-nio-8080-exec-3] INFO  [HikariDataSource:123] - HikariPool-1 - Start completed.
24-01-04 13:37:54.414 [main] INFO  [User2Application:50] - Starting User2Application using Java 17.0.9 with PID 37692 (C:\user2\build\classes\java\main started by ghkim in C:\user2)
24-01-04 13:37:54.420 [main] INFO  [User2Application:662] - No active profile set, falling back to 1 default profile: "default"
24-01-04 13:37:55.261 [main] INFO  [TomcatWebServer:109] - Tomcat initialized with port 8080 (http)
24-01-04 13:37:55.269 [main] INFO  [Http11NioProtocol:173] - Initializing ProtocolHandler ["http-nio-8080"]
24-01-04 13:37:55.271 [main] INFO  [StandardService:173] - Starting service [Tomcat]
24-01-04 13:37:55.271 [main] INFO  [StandardEngine:173] - Starting Servlet engine: [Apache Tomcat/10.1.17]
24-01-04 13:37:55.415 [main] INFO  [TldScanner:173] - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
24-01-04 13:37:55.421 [main] INFO  [[/]:173] - Initializing Spring embedded WebApplicationContext
24-01-04 13:37:55.422 [main] INFO  [ServletWebServerApplicationContext:296] - Root WebApplicationContext: initialization completed in 972 ms
24-01-04 13:37:55.799 [main] INFO  [DefaultSecurityFilterChain:54] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@19b75b2b, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@59c43561, org.springframework.security.web.context.SecurityContextHolderFilter@3e4d40ea, org.springframework.security.web.header.HeaderWriterFilter@53dd42d6, org.springframework.web.filter.CorsFilter@634f58d2, org.springframework.security.web.authentication.logout.LogoutFilter@1e40fbb3, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@478fb7dc, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2c9d90fc, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1511d157, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@585513a8, org.springframework.security.web.access.ExceptionTranslationFilter@4a62062a, org.springframework.security.web.access.intercept.AuthorizationFilter@72465eb2]
24-01-04 13:37:55.908 [main] INFO  [Http11NioProtocol:173] - Starting ProtocolHandler ["http-nio-8080"]
24-01-04 13:37:55.930 [main] INFO  [TomcatWebServer:241] - Tomcat started on port 8080 (http) with context path ''
24-01-04 13:37:55.937 [main] INFO  [User2Application:56] - Started User2Application in 1.923 seconds (process running for 2.187)
24-01-04 13:37:57.868 [http-nio-8080-exec-1] INFO  [[/]:173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
24-01-04 13:37:57.869 [http-nio-8080-exec-1] INFO  [DispatcherServlet:532] - Initializing Servlet 'dispatcherServlet'
24-01-04 13:37:57.870 [http-nio-8080-exec-1] INFO  [DispatcherServlet:554] - Completed initialization in 1 ms
24-01-04 13:38:04.832 [http-nio-8080-exec-3] INFO  [HikariDataSource:110] - HikariPool-1 - Starting...
24-01-04 13:38:04.905 [http-nio-8080-exec-3] INFO  [HikariPool:565] - HikariPool-1 - Added connection org.mariadb.jdbc.Connection@7b8afe3b
24-01-04 13:38:04.906 [http-nio-8080-exec-3] INFO  [HikariDataSource:123] - HikariPool-1 - Start completed.
24-01-04 13:40:15.899 [main] INFO  [User2Application:50] - Starting User2Application using Java 17.0.9 with PID 8616 (C:\user2\build\classes\java\main started by ghkim in C:\user2)
24-01-04 13:40:15.901 [main] INFO  [User2Application:662] - No active profile set, falling back to 1 default profile: "default"
